year,province,track,score,min_rank,max_rank,same_score_count,source_url,source_name
2025,北京,普通类,492,39385,39647,263,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,491,39648,39912,265,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,490,39913,40167,255,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,489,40168,40462,295,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,488,40463,40740,278,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,487,40741,41007,267,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,486,41008,41277,270,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,485,41278,41561,284,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,484,41562,41799,238,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,483,41800,42042,243,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,482,42043,42293,251,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,481,42294,42535,242,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,480,42536,42782,247,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
2025,北京,普通类,479,42783,43065,283,https://www.bjeea.cn/html/gkgz/tzgg/2025/0625/87165.html,北京教育考试院
